Time Stamp,User ID,Door Opened,Door Closed,Tailgating Detected,Human Feedback,Generation Logic,Human Logic explaining the feedback for the episode
2025-04-24 17:33:04,user_65,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 09:27:00,user_143,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:27:05,user_143,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:27:06,user_143,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:27:17,user_143,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:54:00,user_119,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:54:03,user_119,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:54:10,user_119,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:54:18,user_119,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:54:19,user_119,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:56:00,user_187,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:56:03,user_187,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:56:07,user_187,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:56:10,user_187,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 09:56:20,user_187,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 11:02:00,user_159,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 11:02:08,user_159,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 11:02:10,user_159,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 11:02:16,user_159,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 11:02:19,user_159,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 12:11:00,user_16,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 12:11:03,user_16,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 12:11:13,user_16,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 12:11:13,user_16,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 12:11:16,user_16,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 14:58:00,user_8,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 14:58:12,user_8,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 14:58:19,user_8,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 14:58:19,user_8,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 14:58:23,user_8,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 15:10:00,user_172,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 15:10:03,user_172,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 15:10:04,user_172,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 15:42:00,user_130,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 15:42:04,user_130,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 15:42:05,user_130,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 15:42:08,user_130,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:01:00,user_51,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:01:04,user_51,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:01:05,user_51,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:17:00,user_195,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 16:17:00,user_142,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 16:17:03,user_142,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 16:17:10,user_195,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 16:17:16,user_195,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 16:17:19,user_142,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-25 16:43:00,user_85,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:43:02,user_85,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:43:04,user_85,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 16:45:00,user_113,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 16:45:02,user_113,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 16:45:07,user_113,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 16:45:11,user_113,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 17:34:00,user_125,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 17:34:03,user_125,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 17:34:05,user_125,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 17:34:08,user_125,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-25 17:41:00,user_152,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 17:41:03,user_152,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 17:41:11,user_152,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-25 17:41:15,user_152,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-26 10:09:00,user_106,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 10:09:02,user_106,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 10:09:09,user_106,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 11:05:00,user_85,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-26 11:05:02,user_85,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-26 11:05:30,user_85,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-26 12:50:00,user_88,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-26 12:50:11,user_88,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-26 12:50:15,user_88,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-26 15:44:00,user_192,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-26 15:44:16,user_192,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-26 15:44:48,user_192,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-26 15:44:49,user_192,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-26 15:53:00,user_32,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 15:53:01,user_32,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 15:53:02,user_32,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 15:53:02,user_32,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 15:53:03,user_32,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-26 16:58:00,user_179,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-26 16:58:04,user_179,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-26 16:58:07,user_179,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-26 16:58:12,user_179,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-26 16:58:16,user_179,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-27 11:47:00,user_70,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-27 11:47:01,user_70,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-27 11:47:07,user_70,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-27 11:47:17,user_70,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-27 11:47:19,user_70,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 00:07:00,user_120,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:07:01,user_120,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:07:01,user_120,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:07:02,user_120,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:07:03,user_120,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:40:00,user_14,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:40:01,user_14,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:40:06,user_14,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 00:40:09,user_14,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 06:08:00,user_142,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 06:08:12,user_142,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 06:08:19,user_142,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 07:49:00,user_84,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 07:49:02,user_84,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 07:49:15,user_84,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 09:32:00,user_165,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:32:05,user_165,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:32:09,user_165,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:42:00,user_133,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:42:04,user_133,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:42:04,user_133,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:42:06,user_133,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:45:00,user_177,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:45:03,user_177,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:45:04,user_177,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:45:04,user_177,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:45:06,user_177,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:50:00,user_127,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:50:01,user_127,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:50:02,user_127,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:50:06,user_127,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 09:59:00,user_106,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 10:01:52,user_106,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 10:10:00,user_161,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 10:10:01,user_161,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 10:10:03,user_161,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 10:11:00,user_187,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 10:11:04,user_187,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 10:11:16,user_187,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 10:11:19,user_187,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 10:40:00,user_98,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 10:41:43,user_98,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 10:43:11,user_98,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 11:35:00,user_143,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 11:35:04,user_143,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 11:35:19,user_143,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 11:35:20,user_143,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 11:40:00,user_161,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 11:40:01,user_161,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 11:40:05,user_161,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 11:40:13,user_161,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 11:40:15,user_161,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 11:45:00,user_112,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 11:47:07,user_112,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 12:26:00,user_81,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:26:02,user_81,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:26:03,user_81,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:26:04,user_81,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:37:00,user_60,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:37:02,user_60,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:37:05,user_60,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:37:06,user_60,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 12:41:00,user_21,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 12:41:04,user_21,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 12:41:41,user_21,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 12:41:46,user_21,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 13:13:00,user_116,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:13:01,user_116,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:13:05,user_116,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:13:12,user_116,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:13:18,user_116,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:26:00,user_34,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 13:27:29,user_34,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 13:27:48,user_34,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 13:32:00,user_65,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:32:03,user_65,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:32:18,user_65,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:58:00,user_131,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:58:02,user_131,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:58:04,user_131,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:58:05,user_131,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 13:58:19,user_131,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 14:29:00,user_114,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 14:29:07,user_114,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 14:29:16,user_114,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 14:29:17,user_114,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 14:29:18,user_114,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 14:38:00,user_163,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 14:38:01,user_163,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 14:38:09,user_163,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 14:51:00,user_188,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 14:51:06,user_188,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 14:58:00,user_184,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 14:58:05,user_184,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 14:58:10,user_184,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 14:58:15,user_184,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 14:58:19,user_184,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 15:07:00,user_109,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:07:09,user_109,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:07:16,user_109,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:07:25,user_109,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:07:29,user_109,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:13:00,user_165,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:13:02,user_165,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:13:15,user_165,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:13:16,user_165,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:13:17,user_165,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:35:00,user_176,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:35:09,user_176,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:35:16,user_176,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:35:20,user_176,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 15:42:00,user_135,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:42:17,user_135,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:42:38,user_135,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:42:45,user_135,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:42:46,user_135,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:49:00,user_8,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:49:18,user_8,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:49:29,user_8,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:49:32,user_8,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 15:49:35,user_8,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-28 16:02:00,user_190,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 16:02:09,user_190,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 16:02:15,user_190,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 16:03:00,user_133,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 16:03:06,user_133,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 16:03:17,user_133,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 16:35:00,user_177,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 16:35:04,user_177,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 16:35:04,user_177,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 16:35:06,user_177,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 16:55:00,user_187,1,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 16:55:05,user_187,0,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 16:55:20,user_187,0,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.
2025-04-28 17:26:00,user_49,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:26:06,user_49,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:26:07,user_49,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:29:00,user_5,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:29:02,user_5,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:29:02,user_5,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:29:04,user_5,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:29:05,user_5,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 17:39:00,user_137,1,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 17:41:22,user_137,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 17:42:00,user_137,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 17:42:14,user_137,0,0,0,0,door_left_open,Door was left open; no door closed event logged.
2025-04-28 18:30:00,user_12,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 18:30:06,user_12,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 18:30:07,user_12,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 19:22:00,user_200,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 19:22:01,user_200,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 19:22:05,user_200,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-28 20:39:00,user_12,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 20:39:07,user_12,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-28 20:39:17,user_12,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 04:45:00,user_24,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 04:45:02,user_24,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 04:45:07,user_24,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 09:36:00,user_174,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 09:36:22,user_174,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 09:36:26,user_174,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 09:36:49,user_174,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 09:36:56,user_174,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 09:39:00,user_62,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 09:39:02,user_62,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 09:39:04,user_62,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 09:39:06,user_62,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 09:39:08,user_62,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 10:25:00,user_191,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 10:25:02,user_191,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 10:25:03,user_191,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 10:25:07,user_191,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 10:43:00,user_105,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 10:43:11,user_105,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 10:43:22,user_105,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 10:46:00,user_13,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 10:46:08,user_13,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 10:46:12,user_13,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 10:46:15,user_13,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 12:29:00,user_35,1,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 12:29:01,user_35,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 12:29:07,user_35,0,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 12:29:15,user_35,0,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.
2025-04-29 13:54:00,user_106,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 13:54:02,user_106,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 13:54:04,user_106,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 13:54:09,user_106,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:13:00,user_92,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:13:01,user_92,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:13:02,user_92,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:13:05,user_92,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:36:00,user_96,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:36:01,user_96,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:36:02,user_96,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 15:36:05,user_96,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 16:19:00,user_168,1,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 16:19:01,user_168,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 16:19:04,user_168,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 16:19:04,user_168,0,0,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 16:19:05,user_168,0,1,0,0,normal,"Single authorized entry, door closed properly."
2025-04-29 16:32:00,user_99,1,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 16:32:18,user_99,0,0,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 16:32:47,user_99,0,1,1,0,door_held_open,Door intentionally held open for multiple people.
2025-04-29 16:45:00,user_27,1,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 16:45:17,user_27,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 16:45:20,user_27,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 16:45:24,user_27,0,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.
2025-04-29 16:45:30,user_27,0,1,1,1,tailgating,Multiple unauthorized entries after a single swipe.
