Start Time,End Time,Duration,Number of Entries,Hour of Day,Weekend,Tailgating Detected,Human Feedback,Generation Logic,Human Explanation,Outlier Flag
2025-04-28 18:30:00,2025-04-28 18:30:07,7.0,1,18,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-28 19:22:00,2025-04-28 19:22:05,5.0,1,19,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-28 20:39:00,2025-04-28 20:39:17,17.0,1,20,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-04-29 04:45:00,2025-04-29 04:45:07,7.0,1,4,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 09:36:00,2025-04-29 09:36:56,56.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-04-29 09:39:00,2025-04-29 09:39:08,8.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 10:25:00,2025-04-29 10:25:07,7.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 10:43:00,2025-04-29 10:43:22,22.0,1,10,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-04-29 10:46:00,2025-04-29 10:46:15,15.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-04-29 12:29:00,2025-04-29 12:29:15,15.0,1,12,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-04-29 13:54:00,2025-04-29 13:54:09,9.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 15:13:00,2025-04-29 15:13:05,5.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 15:36:00,2025-04-29 15:36:05,5.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 16:19:00,2025-04-29 16:19:05,5.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 16:32:00,2025-04-29 16:32:47,47.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-04-29 16:45:00,2025-04-29 16:45:30,30.0,1,16,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-04-29 16:52:00,2025-04-29 16:52:07,7.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 17:36:00,2025-04-29 17:36:08,8.0,2,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-29 17:36:00,2025-04-29 17:36:08,8.0,2,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 08:02:00,2025-04-30 08:02:04,4.0,1,8,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 09:48:00,2025-04-30 09:48:04,4.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 10:03:00,2025-04-30 10:03:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 10:22:00,2025-04-30 10:22:12,12.0,1,10,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-04-30 11:02:00,2025-04-30 11:02:05,5.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 12:16:00,2025-04-30 12:16:18,18.0,1,12,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-04-30 13:30:00,2025-04-30 13:30:08,8.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 16:21:00,2025-04-30 16:21:08,8.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-04-30 17:16:00,2025-04-30 17:16:09,9.0,1,17,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 03:02:00,2025-05-01 03:02:20,20.0,1,3,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-01 09:17:00,2025-05-01 09:17:16,16.0,1,9,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-01 09:18:00,2025-05-01 09:18:09,9.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 09:21:00,2025-05-01 09:21:09,9.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 10:40:00,2025-05-01 10:40:04,4.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 11:39:00,,,193,11,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-01 12:19:00,2025-05-01 12:19:04,4.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 13:42:00,2025-05-01 13:42:19,19.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-01 13:43:00,2025-05-01 13:43:06,6.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 14:03:00,2025-05-01 14:03:07,7.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 15:17:00,2025-05-01 15:17:18,18.0,1,15,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-01 15:40:00,2025-05-01 15:40:22,22.0,1,15,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-01 16:31:00,2025-05-01 16:31:04,4.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-01 19:47:00,2025-05-01 19:47:38,38.0,1,19,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-02 09:29:00,2025-05-02 09:29:08,8.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-02 10:50:00,2025-05-02 10:50:07,7.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-02 11:17:00,2025-05-02 11:17:04,4.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-02 12:44:00,2025-05-02 12:44:10,10.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-02 14:21:00,2025-05-02 14:21:06,6.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-02 14:52:00,2025-05-02 14:52:10,10.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-02 16:12:00,2025-05-02 16:12:55,55.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-02 16:42:00,2025-05-02 16:42:15,15.0,1,16,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-02 17:03:00,,,193,17,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-02 22:45:00,2025-05-02 22:45:05,5.0,1,22,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-03 11:01:00,2025-05-03 11:01:09,9.0,1,11,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-03 11:16:00,2025-05-03 11:16:04,4.0,1,11,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-03 11:55:00,2025-05-03 11:55:05,5.0,1,11,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-03 13:36:00,2025-05-03 13:36:03,3.0,1,13,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-03 16:14:00,2025-05-03 16:14:18,18.0,1,16,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-04 14:00:00,,,193,14,1,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-05 02:52:00,2025-05-05 02:52:20,20.0,1,2,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 06:00:00,2025-05-05 06:00:20,20.0,1,6,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 08:05:00,2025-05-05 08:05:08,8.0,1,8,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 09:28:00,2025-05-05 09:28:15,15.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 09:42:00,2025-05-05 09:42:49,49.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-05 09:58:00,2025-05-05 09:58:20,20.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 10:01:00,2025-05-05 10:01:20,20.0,1,10,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 10:08:00,2025-05-05 10:08:20,20.0,1,10,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-05 10:56:00,2025-05-05 10:56:15,15.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 10:58:00,2025-05-05 10:58:53,53.0,1,10,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-05 11:09:00,2025-05-05 11:09:16,16.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 11:12:00,2025-05-05 11:12:19,19.0,1,11,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 11:21:00,2025-05-05 11:21:18,18.0,1,11,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 11:31:00,2025-05-05 11:31:08,8.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 11:38:00,2025-05-05 11:38:06,6.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 11:45:00,2025-05-05 11:45:18,18.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 11:50:00,2025-05-05 11:50:20,20.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 12:01:00,2025-05-05 12:01:03,3.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 12:08:00,2025-05-05 12:08:08,8.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 12:12:00,2025-05-05 12:12:19,19.0,1,12,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 12:23:00,2025-05-05 12:23:04,4.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 13:03:00,2025-05-05 13:03:18,18.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 13:05:00,2025-05-05 13:05:09,9.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 13:21:00,2025-05-05 13:21:07,7.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 13:45:00,2025-05-05 13:45:05,5.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 13:56:00,2025-05-05 13:56:04,4.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 14:31:00,2025-05-05 14:31:03,3.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 14:52:00,2025-05-05 14:52:05,5.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 14:54:00,2025-05-05 14:54:16,16.0,1,14,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-05 15:17:00,2025-05-05 15:17:18,18.0,1,15,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 15:24:00,2025-05-05 15:24:06,6.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 15:50:00,2025-05-05 15:50:18,18.0,1,15,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-05 15:57:00,2025-05-05 15:57:08,8.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 16:17:00,2025-05-05 16:17:06,6.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 16:23:00,2025-05-05 16:23:07,7.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 16:33:00,2025-05-05 16:33:20,20.0,1,16,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 16:38:00,2025-05-05 16:38:34,34.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-05 16:39:00,2025-05-05 16:39:07,7.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 17:30:00,2025-05-05 17:30:17,17.0,1,17,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-05 17:33:00,2025-05-05 17:33:46,46.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-05 17:54:00,2025-05-05 17:54:29,29.0,1,17,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-05 18:36:00,2025-05-05 18:37:00,60.0,1,18,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-05 19:04:00,2025-05-05 19:04:08,8.0,1,19,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-05 19:59:00,2025-05-05 19:59:05,5.0,1,19,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-06 09:31:00,2025-05-06 09:31:10,10.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-06 09:49:00,2025-05-06 09:49:17,17.0,1,9,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-06 10:28:00,2025-05-06 10:28:17,17.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-06 11:47:00,2025-05-06 11:47:06,6.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-06 12:15:00,2025-05-06 12:15:16,16.0,1,12,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-06 13:16:00,2025-05-06 13:16:16,16.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-06 13:58:00,2025-05-06 13:58:54,54.0,1,13,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-06 16:31:00,2025-05-06 16:31:22,22.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-07 06:33:00,2025-05-07 06:33:07,7.0,1,6,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 09:27:00,2025-05-07 09:27:18,18.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-07 09:42:00,2025-05-07 09:42:08,8.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 09:43:00,2025-05-07 09:43:22,22.0,1,9,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-07 09:45:00,2025-05-07 09:45:48,48.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-07 09:53:00,2025-05-07 09:53:03,3.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 09:55:00,2025-05-07 09:55:04,4.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 10:09:00,2025-05-07 10:09:07,7.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 10:21:00,2025-05-07 10:21:14,14.0,1,10,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-07 10:35:00,2025-05-07 10:35:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 10:39:00,2025-05-07 10:39:53,53.0,1,10,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-07 10:42:00,2025-05-07 10:42:09,9.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 11:55:00,2025-05-07 11:55:06,6.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 12:28:00,,,191,12,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-07 13:22:00,2025-05-07 13:22:15,15.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-07 13:28:00,2025-05-07 13:28:19,19.0,1,13,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-07 13:44:00,2025-05-07 13:44:04,4.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 15:15:00,2025-05-07 15:15:35,35.0,1,15,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-07 15:37:00,2025-05-07 15:37:07,7.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 15:45:00,2025-05-07 15:45:10,10.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 15:47:00,2025-05-07 15:47:06,6.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 16:49:00,2025-05-07 16:49:04,4.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-07 17:09:00,2025-05-07 17:09:17,17.0,1,17,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-07 23:20:00,2025-05-07 23:20:58,58.0,1,23,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-08 09:04:00,2025-05-08 09:04:10,10.0,1,9,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 09:19:00,2025-05-08 09:19:17,17.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-08 10:33:00,2025-05-08 10:33:07,7.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 11:55:00,2025-05-08 11:55:04,4.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 12:17:00,2025-05-08 12:17:25,25.0,1,12,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-08 12:43:00,2025-05-08 12:43:08,8.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 12:54:00,,,190,12,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-08 14:00:00,2025-05-08 14:00:15,15.0,1,14,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-08 14:08:00,2025-05-08 14:08:03,3.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 14:31:00,2025-05-08 14:31:19,19.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-08 15:48:00,2025-05-08 15:48:05,5.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 15:57:00,2025-05-08 15:57:04,4.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 16:23:00,2025-05-08 16:23:07,7.0,1,16,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 16:40:00,2025-05-08 16:40:34,34.0,1,16,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-08 17:18:00,2025-05-08 17:19:00,60.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-08 17:44:00,,,189,17,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-08 21:41:00,2025-05-08 21:41:08,8.0,1,21,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-08 21:50:00,2025-05-08 21:50:22,22.0,1,21,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-09 04:01:00,2025-05-09 04:01:04,4.0,1,4,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 06:37:00,2025-05-09 06:37:37,37.0,1,6,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-09 10:07:00,2025-05-09 10:07:05,5.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 10:19:00,2025-05-09 10:19:09,9.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 10:23:00,2025-05-09 10:23:16,16.0,1,10,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-09 10:37:00,2025-05-09 10:37:19,19.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-09 11:20:00,2025-05-09 11:20:10,10.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 11:52:00,2025-05-09 11:52:10,10.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 11:57:00,2025-05-09 11:57:19,19.0,1,11,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-09 12:46:00,2025-05-09 12:46:06,6.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 13:37:00,2025-05-09 13:37:17,17.0,1,13,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-09 13:44:00,2025-05-09 13:44:06,6.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 13:56:00,2025-05-09 13:56:06,6.0,1,13,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-09 14:28:00,2025-05-09 14:28:07,7.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 14:58:00,2025-05-09 14:58:51,51.0,1,14,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-09 15:02:00,2025-05-09 15:02:18,18.0,1,15,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-09 15:20:00,2025-05-09 15:20:18,18.0,1,15,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-09 15:28:00,2025-05-09 15:28:10,10.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 16:36:00,2025-05-09 16:36:20,20.0,1,16,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-09 17:14:00,2025-05-09 17:14:18,18.0,1,17,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-09 17:26:00,2025-05-09 17:26:41,41.0,1,17,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-09 18:01:00,2025-05-09 18:01:05,5.0,1,18,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 18:14:00,2025-05-09 18:14:15,15.0,1,18,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-09 20:00:00,2025-05-09 20:00:10,10.0,1,20,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-09 23:35:00,2025-05-09 23:35:17,17.0,1,23,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-10 11:24:00,2025-05-10 11:24:18,18.0,1,11,1,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-10 12:04:00,2025-05-10 12:04:18,18.0,1,12,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-10 13:09:00,2025-05-10 13:09:16,16.0,1,13,1,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-10 13:39:00,2025-05-10 13:39:57,57.0,1,13,1,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-10 14:04:00,2025-05-10 14:04:04,4.0,1,14,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-10 14:40:00,2025-05-10 14:40:44,44.0,1,14,1,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-10 15:46:00,2025-05-10 15:46:09,9.0,1,15,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-10 15:56:00,2025-05-10 15:56:04,4.0,1,15,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-10 16:36:00,2025-05-10 16:36:06,6.0,1,16,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-10 22:38:00,2025-05-10 22:38:09,9.0,1,22,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-11 15:10:00,2025-05-11 15:10:03,3.0,1,15,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-11 16:48:00,2025-05-11 16:48:05,5.0,1,16,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-11 17:12:00,2025-05-11 17:12:04,4.0,1,17,1,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 04:30:00,2025-05-12 04:30:20,20.0,1,4,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-12 09:13:00,2025-05-12 09:13:41,41.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 09:18:00,2025-05-12 09:18:19,19.0,1,9,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-12 09:22:00,2025-05-12 09:22:47,47.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 09:43:00,2025-05-12 09:43:56,56.0,1,9,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 09:57:00,2025-05-12 09:57:20,20.0,1,9,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-12 10:12:00,2025-05-12 10:12:10,10.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 10:35:00,2025-05-12 10:35:20,20.0,1,10,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-12 10:48:00,2025-05-12 10:48:06,6.0,1,10,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 10:53:00,2025-05-12 10:53:19,19.0,1,10,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-12 11:15:00,2025-05-12 11:15:16,16.0,1,11,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-12 11:22:00,2025-05-12 11:22:42,42.0,1,11,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 11:23:00,2025-05-12 11:23:10,10.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 11:30:00,2025-05-12 11:30:19,19.0,1,11,0,1,0,janitor_cart,Janitor with cart falsely flagged as tailgating.,0
2025-05-12 11:58:00,2025-05-12 11:58:07,7.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 11:59:00,2025-05-12 11:59:03,3.0,1,11,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 12:01:00,2025-05-12 12:01:06,6.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 12:16:00,2025-05-12 12:16:06,6.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 12:17:00,2025-05-12 12:17:04,4.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 12:22:00,2025-05-12 12:22:04,4.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 12:24:00,2025-05-12 12:24:07,7.0,1,12,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-12 12:32:00,2025-05-12 12:32:28,28.0,1,12,0,1,1,tailgating,Multiple unauthorized entries after a single swipe.,0
2025-05-12 12:45:00,2025-05-12 12:45:09,9.0,1,12,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 13:57:00,2025-05-12 13:57:09,9.0,1,13,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 14:10:00,2025-05-12 14:10:10,10.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 14:11:00,,,186,14,0,1,0,normal,"Single authorized entry, door closed properly.",1
2025-05-12 14:19:00,2025-05-12 14:19:19,19.0,1,14,0,1,0,guest_entry,Guest was invited; system flagged as tailgating.,0
2025-05-12 14:24:00,2025-05-12 14:24:09,9.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 14:27:00,2025-05-12 14:27:52,52.0,1,14,0,1,0,door_held_open,Door intentionally held open for multiple people.,0
2025-05-12 14:29:00,2025-05-12 14:29:03,3.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 14:41:00,2025-05-12 14:41:09,9.0,1,14,0,0,0,normal,"Single authorized entry, door closed properly.",0
2025-05-12 15:10:00,2025-05-12 15:10:05,5.0,1,15,0,0,0,normal,"Single authorized entry, door closed properly.",0
